신길5동,"57,045","72,358",205,27,"51,245","64,443",190,28,"55,069","70,100",190,28
신길6동,"85,979","137,190",274,44,"81,552","128,834",288,39,"88,494","146,049",288,39
신길7동,"56,313","78,061",263,39,"58,205","77,740",260,45,"58,549","79,122",260,45
대림1동,"103,261","128,016",271,58,"99,585","122,798",261,49,"143,341","172,718",261,49
대림2동,"80,853","135,739",220,40,"82,966","137,905",220,80,"85,746","141,874",220,80
대림3동,"68,375","143,331",255,85,"63,367","133,338",255,65,"60,499","126,688",255,65
동작구,"50,374","110,485",224,41,"50,922","110,389",227,44,"48,107","103,096",227,44
노량진1동,"46,029","116,585",172,23,"44,238","111,220",171,31,"35,156","86,816",171,31
노량진2동,"76,394","152,012",235,90,"88,946","169,810",226,76,"67,829","135,479",226,76
상도1동,"68,798","161,628",312,33,"66,821","157,453",307,41,"63,543","151,851",307,41
상도2동,"69,649","152,698",332,37,"73,546","159,128",361,22,"67,813","146,836",361,22
상도3동,"91,694","143,751",389,22,"84,439","133,736",387,21,"98,845","148,880",387,21
상도4동,"72,057","115,045",313,20,"76,021","121,604",311,27,"76,169","122,901",311,27
흑석동,"40,254","80,100",142,30,"39,136","75,218",159,7,"36,399","68,999",159,7
사당1동,"109,993","220,298",364,83,"105,985","211,550",370,62,"104,341","203,274",370,62
사당2동,"23,404","54,088",92,13,"23,673","52,920",91,9,"21,076","46,518",91,9
사당3동,"44,789","98,154",271,29,"50,937","109,309",288,40,"46,380","101,734",288,40
사당4동,"102,609","161,296",340,24,"99,908","156,309",340,32,"98,238","153,100",340,32
사당5동,"32,590","55,654",194,15,"39,993","68,243",192,24,"42,229","68,759",192,24
대방동,"33,821","113,279",251,65,"33,183","114,119",250,71,"34,418","116,537",250,71
신대방1동,"39,251","120,069",355,45,"40,679","122,153",349,108,"40,297","120,097",349,108
신대방2동,"50,295","127,046",210,161,"51,253","126,352",207,215,"48,106","115,739",207,215
관악구,"44,674","78,240",169,23,"44,950","77,860",168,25,"42,961","74,508",168,25
보라매동,"69,267","141,022",323,73,"66,107","139,114",314,24,"63,093","131,047",314,24
청림동,"87,941","157,523",573,24,"93,381","174,208",532,101,"102,313","180,735",532,101
성현동,"97,047","203,099",474,25,"93,408","205,728",543,105,"82,326","185,994",543,105
행운동,"108,965","189,705",405,49,"105,133","177,608",396,58,"100,762","166,560",396,58
낙성대동,"23,509","45,525",69,54,"21,894","43,136",68,44,"21,493","41,179",68,44
청룡동,"87,951","140,196",240,68,"97,882","143,701",243,56,"92,547","140,291",243,56
은천동,"115,223","189,518",477,48,"112,483","182,132",465,63,"113,167","186,127",465,63
중앙동,"133,166","203,808",397,54,"169,251","249,746",394,37,"150,314","227,518",394,37
인헌동,"84,528","153,259",381,34,"93,718","165,067",369,48,"89,955","162,118",369,48
남현동,"16,756","27,253",45,12,"17,143","27,615",45,9,"16,117","25,849",45,9
서원동,"95,138","202,344",356,57,"86,669","189,849",356,45,"81,971","170,171",356,45
신원동,"118,852","144,602",342,18,"125,728","155,088",333,18,"117,408","145,042",333,18
서림동,"51,248","95,316",247,17,"53,542","99,510",259,18,"50,655","92,321",259,18
신사동,"120,120","182,120",379,35,"118,502","181,848",374,69,"113,524","172,470",374,69
신림동,"167,718","286,838",420,53,"155,616","260,805",426,38,"148,497","247,648",426,38
난향동,"18,460","59,447",211,14,"18,575","60,025",207,17,"18,288","59,752",207,17
조원동,"98,637","213,222",270,61,"92,306","196,790",266,50,"96,063","208,368",266,50
대학동,"9,920","17,286",29,3,"9,244","15,724",30,4,"8,793","14,862",30,4
삼성동,"19,272","32,823",107,5,"20,413","34,963",97,7,"19,211","33,168",97,7
미성동,"45,377","81,228",236,23,"45,922","82,572",235,27,"43,436","78,630",235,27
난곡동,"69,563","95,037",294,12,"68,174","93,561",286,15,"65,550","90,938",286,15
서초구,"20,869","53,657",91,106,"20,415","51,913",89,121,"19,773","49,977",89,121
서초1동,"57,764","117,816",154,287,"53,487","109,652",154,343,"50,679","102,666",154,343
서초2동,"59,667","152,215",145,484,"56,400","140,903",150,552,"57,184","137,735",150,552
서초3동,"39,986","95,473",104,262,"38,417","92,432",100,225,"38,138","90,281",100,225
서초4동,"74,745","251,586",355,303,"72,827","241,970",352,425,"65,993","219,825",352,425
잠원동,"35,902","88,245",185,110,"35,312","87,402",183,89,"31,858","77,361",183,89
반포본동,"6,028","29,047",84,11,"6,060","29,890",81,164,"5,868","28,794",81,164
반포1동,"67,934","163,589",296,86,"71,240","169,267",305,73,"63,709","152,619",305,73
반포2동,"14,355","54,810",144,16,"12,866","50,137",129,78,"14,482","51,828",129,78
반포3동,"20,010","60,743",147,61,"18,764","58,272",139,65,"18,757","57,607",139,65
반포4동,"41,080","147,371",138,236,"40,785","132,774",138,668,"41,429","131,223",138,668
방배본동,"85,856","191,733",325,122,"84,784","185,431",323,430,"79,651","173,377",323,430
방배1동,"65,262","142,338",252,162,"64,861","139,471",251,275,"63,212","135,811",251,275
방배2동,"29,405","61,790",125,84,"28,503","58,091",109,88,"25,701","53,532",109,88
방배3동,"18,008","40,850",91,40,"16,667","37,818",92,74,"17,572","40,813",92,74
방배4동,"72,060","128,655",254,130,"76,514","132,982",249,229,"73,864","131,090",249,229
양재1동,"13,300","34,038",81,67,"13,243","33,905",80,58,"13,462","34,081",80,58
양재2동,"7,999","19,314",32,163,"7,819","19,211",30,58,"7,756","19,022",30,58
내곡동,232,"5,045",14,5,214,"5,201",14,11,203,"5,138",14,11
강남구,"35,461","95,159",142,214,"36,380","97,048",142,293,"34,420","91,525",142,293
신사동,"39,269","95,503",101,180,"37,832","92,109",100,161,"35,906","87,132",100,161
논현1동,"81,159","178,128",188,349,"85,100","185,794",184,331,"76,363","163,347",184,331
논현2동,"78,308","155,502",150,464,"83,916","160,991",149,383,"81,043","154,622",149,383
압구정동,"30,989","82,804",111,141,"30,533","80,024",109,176,"27,585","73,355",109,176
청담동,"39,295","83,010",126,190,"39,233","82,853",125,240,"39,893","80,745",125,240
삼성1동,"26,014","101,954",78,494,"22,762","87,924",76,676,"19,891","79,233",76,676
삼성2동,"69,641","154,177",242,457,"75,837","166,334",242,498,"70,121","152,830",242,498
대치1동,"54,961","149,854",321,48,"59,091","171,657",318,252,"55,941","160,513",318,252
대치2동,"31,062","123,160",198,315,"29,803","119,695",188,452,"26,844","110,751",188,452
대치4동,"127,747","245,932",294,389,"129,136","246,231",287,464,"132,129","256,174",287,464
역삼1동,"77,977","235,176",152,817,"76,934","230,067",153,724,"68,492","204,481",153,724
역삼2동,"89,323","224,643",323,448,"98,456","245,733",322,454,"92,763","232,138",322,454
도곡1동,"47,727","127,940",213,140,"48,536","131,771",213,400,"44,095","119,434",213,400
도곡2동,"41,007","135,048",330,300,"43,726","138,482",335,"1,878","43,774","144,385",335,"1,878"
개포1동,"7,318","27,140",91,7,"7,666","26,882",71,157,"11,740","37,689",71,157
개포2동,"6,719","23,515",58,12,"11,043","37,535",91,53,"10,306","34,980",91,53
개포4동,"26,694","53,144",120,64,"25,195","51,235",117,56,"25,962","49,265",117,56
세곡동,"4,700","25,317",76,9,"5,185","28,481",76,3,"5,124","27,995",76,3
일원본동,"12,995","38,393",105,34,"13,560","39,442",102,154,"13,142","40,319",102,154
일원1동,"39,230","80,425",181,38,"37,076","81,220",172,27,"36,983","78,357",172,27
일원2동,"10,209","47,072",148,131,"9,712","44,912",173,54,"9,569","46,220",173,54
수서동,"10,811","43,619",99,91,"11,633","43,908",97,109,"10,095","39,861",97,109
송파구,"37,265","96,346",198,95,"37,948","97,001",201,119,"36,535","93,411",201,119
풍납1동,"49,941","68,546",147,14,"46,367","64,836",139,16,"45,221","62,379",139,16
풍납2동,"32,483","63,839",123,70,"33,965","64,797",122,118,"33,325","63,368",122,118
거여1동,"74,906","112,939",241,65,"70,350","106,399",256,75,"67,968","105,584",256,75
거여2동,"87,651","127,549",332,46,"83,177","124,425",325,58,"101,882","147,735",325,58
마천1동,"64,302","101,317",369,21,"70,452","107,452",359,19,"70,087","112,275",359,19
마천2동,"50,341","84,068",245,35,"55,485","91,309",241,28,"52,733","86,685",241,28
방이1동,"70,308","139,018",283,112,"67,265","132,941",282,157,"68,049","136,330",282,157
방이2동,"96,630","231,332",328,192,"97,370","234,900",334,326,"91,294","220,004",334,326
오륜동,"1,864","18,001",61,15,"1,877","17,758",60,80,"1,713","15,945",60,80
오금동,"46,171","101,294",241,90,"47,247","107,014",241,162,"47,679","105,235",241,162
송파1동,"92,425","209,086",382,101,"95,019","212,009",374,127,"95,179","213,102",374,127
송파2동,"46,444","130,341",331,89,"56,145","146,087",325,223,"51,061","146,443",325,223
석촌동,"75,390","159,033",361,97,"84,550","181,184",355,94,"84,986","182,788",355,94
삼전동,"68,885","149,948",332,81,"75,785","158,970",326,78,"70,380","151,461",326,78
가락본동,"80,348","173,319",276,243,"76,087","167,457",269,273,"74,661","163,088",269,273
가락1동,"7,296","57,466",6,81,"11,429","79,546",202,44,"10,209","75,551",202,44
가락2동,"82,682","158,826",362,77,"87,254","163,466",361,109,"75,425","146,938",361,109
문정1동,"91,118","183,898",360,78,"92,605","184,261",345,579,"83,486","171,816",345,579
문정2동,"8,781","67,888",124,212,"8,611","66,018",127,174,"7,965","61,717",127,174
장지동,"55,613","112,385",266,65,"56,620","113,292",253,52,"56,368","113,294",253,52
위례동,"6,657","42,774",110,9,"6,217","40,579",109,5,"6,383","43,222",109,5
잠실본동,"70,534","162,120",254,122,"70,326","164,418",255,83,"63,417","148,554",255,83
잠실2동,"8,925","44,035",128,12,"8,553","45,690",127,27,"8,478","45,218",127,27
잠실3동,"25,721","136,150",241,35,"24,393","119,608",238,145,"19,735","96,854",238,145
잠실4동,"26,631","120,485",358,13,"21,766","107,181",265,115,"20,879","103,385",265,115
잠실6동,"21,154","131,417",117,630,"19,253","115,376",123,333,"18,628","110,174",123,333
잠실7동,"10,547","47,384",152,10,"10,901","48,601",151,209,"9,970","46,923",151,209
강동구,"44,794","87,089",168,41,"46,523","90,200",164,29,"43,755","84,345",164,29
강일동,"7,845","32,395",88,57,"9,125","36,351",86,4,"10,696","40,289",86,4
상일동,"10,264","24,530",62,22,"12,806","27,709",59,20,"21,688","33,914",59,20
명일1동,"93,818","184,338",353,55,"93,687","184,916",343,67,"105,929","204,940",343,67
명일2동,"23,682","94,282",197,29,"21,964","89,136",192,31,"21,834","85,481",192,31
고덕1동,"11,100","36,028",142,9,"12,146","39,083",141,11,"17,640","58,134",141,11
고덕2동,"5,236","10,746",32,7,"6,786","13,673",29,8,"12,155","23,415",29,8
암사1동,"143,215","240,383",506,35,"148,298","248,239",492,53,"119,996","188,997",492,53
암사2동,"10,993","26,995",63,11,"11,749","27,440",61,11,"9,200","23,854",61,11
암사3동,"6,234","33,369",102,7,"6,140","32,282",101,17,"8,171","35,952",101,17
천호1동,"200,770","324,262",433,39,"249,506","412,323",419,37,"141,104","220,746",419,37
천호2동,"61,156","119,648",192,42,"64,416","124,430",191,21,"58,902","114,161",191,21
천호3동,"164,857","287,960",491,72,"155,039","280,503",480,49,"148,923","256,788",480,49
성내1동,"103,122","197,195",317,292,"102,179","198,476",311,259,"98,578","189,752",311,259
성내2동,"170,294","228,999",400,59,"157,985","216,536",391,37,"158,968","211,466",391,37
성내3동,"133,997","224,665",371,106,"131,040","216,003",368,72,"126,467","210,510",368,72
길동,"95,123","164,471",298,69,"93,330","157,150",289,60,"94,971","157,469",289,60
둔촌1동,"11,644","34,022",3,3,"12,991","36,634",3,17,"12,552","35,485",3,17
둔촌2동,"46,440","91,468",178,46,"49,055","93,874",174,31,"41,739","78,054",174,31
