신월4동,"69,689","88,784","32,968","61,762","81,338","42,186","82,541","92,775","54,400"
신월5동,"52,891","63,466","28,216","68,802","73,111","57,789","64,414","72,900","42,812"
신월6동,,"118,808",,"50,177","59,483","34,223","58,373","65,529","38,334"
신월7동,"44,704","66,320","34,269","58,286","69,695","41,172","68,528","82,040","40,377"
신정1동,"87,606","118,755","39,468","76,521","101,616","49,494","94,740","112,120","50,780"
신정2동,"96,535","106,141","60,248","89,856","119,215","52,110","85,261","106,588","51,390"
신정3동,"78,258","100,785","45,218","88,336","129,793","41,697","100,500","117,357","79,104"
신정4동,"79,988","97,942","45,921","71,043","92,880","48,751","92,906","111,394","66,952"
신정6동,"143,067","208,940","102,529","104,016","174,071","75,994","135,769","239,828","88,470"
신정7동,"122,195","167,649","64,345","72,055","91,565","50,772","109,104","131,673","80,517"
강서구,"84,540","104,046","56,085","83,597","103,100","57,060","100,028","121,232","70,581"
염창동,"75,227","93,644","56,809","76,172","98,594","52,304","74,548","100,671","48,424"
등촌1동,"62,568","79,944","49,985","75,167","100,648","45,254","79,963","96,124","60,570"
등촌2동,"119,541","134,971","54,734","62,504","75,515","39,734","75,923","83,843","55,764"
등촌3동,"104,735","152,766","66,076","91,611","130,903","66,423","115,157","152,072","94,570"
화곡1동,"79,301","100,271","42,739","72,013","88,761","49,355","84,507","97,136","63,563"
화곡2동,"91,338","113,766","40,075","54,445","75,410","36,974","69,749","81,566","36,267"
화곡3동,"81,222","95,792","53,295","91,590","99,385","82,959","95,970","122,986","63,952"
화곡4동,"83,155","106,551","32,670","84,008","110,520","30,985","94,404","109,755","49,159"
화곡본동,"73,327","94,983","48,252","78,962","90,688","39,598","93,285","114,726","66,484"
화곡6동,"75,968","99,403","47,406","68,128","88,842","42,235","93,493","118,053","67,568"
화곡8동,"103,407","123,059","48,026","100,852","123,528","57,562","96,460","116,268","63,777"
가양1동,"107,886","127,501","94,156","147,825","178,143","116,559","148,735","215,246","87,638"
가양2동,"107,029","152,572","70,594",,,"56,597","106,863","151,708","68,424"
가양3동,,,"41,692",,,"72,263","64,672","92,691","42,879"
발산1동,"92,068","118,076","52,574","83,292","101,649","54,655","98,987","113,719","70,701"
우장산동,"91,402","105,797","70,122","76,915","104,921","42,375","108,477","116,223","93,518"
공항동,"77,535","74,727","84,555","82,005","85,602","69,298","89,229","99,521","70,229"
방화1동,"76,799","90,732","50,749","84,216","102,122","58,224","103,749","129,299","62,619"
방화2동,"66,475","71,929","50,659","59,904","81,074","23,613","66,372","77,567","38,816"
방화3동,"78,846","108,610","54,494","85,203","116,249","48,983","116,274","134,518","89,609"
구로구,"89,173","112,518","69,378","92,269","113,747","72,887","93,470","109,148","78,297"
신도림동,"142,559","208,722","76,396","119,393","151,514","76,993","116,142","121,774","104,032"
구로1동,,,,"72,537","86,929","55,267","108,485","142,501","61,713"
구로2동,"91,104","107,496","82,265","92,650","118,927","79,617","89,487","104,112","81,174"
구로3동,"101,316","147,968","83,033","118,182","167,587","90,801","128,652","167,917","110,448"
구로4동,"83,521","96,946","53,573","118,242","156,509","56,286","100,991","120,366","52,552"
구로5동,"79,911","108,064","59,802","86,147","93,932","83,456","85,615","92,286","81,890"
가리봉동,"52,042","65,427","38,658","97,472","109,787","71,302","61,542","72,421","39,786"
고척1동,"67,965","96,804","43,563","74,088","99,288","44,308","78,325","100,570","44,957"
고척2동,"91,686","116,836","49,769","48,202","54,861","36,659","70,118","83,919","37,684"
개봉1동,"72,434","78,341","62,892","60,324","66,935","46,630","72,231","87,954","41,835"
개봉2동,"107,958","143,690","40,959","85,131","106,812","47,682","96,350","113,637","49,674"
개봉3동,,"57,321",,"80,659","92,285","34,157","60,596","80,875","35,246"
오류1동,"95,301","132,035","64,217","87,857","103,795","37,389","104,114","122,716","71,983"
오류2동,"102,431","130,276","67,626","91,726","107,624","66,113","93,207","117,482","61,649"
수궁동,"60,120","74,819","21,901","53,545","73,547","31,876","65,020","80,324","35,802"
금천구,"76,314","95,812","59,385","79,809","104,496","56,827","83,747","101,780","67,624"
가산동,"87,462","105,435","81,471","83,079","109,674","72,679","105,672","125,779","97,529"
독산1동,"58,226","64,944","52,349","68,259","89,066","48,938","72,063","94,002","51,059"
독산2동,"57,195","64,722","37,436","60,602","76,637","35,215","75,071","88,681","40,593"
독산3동,"63,601","93,400","36,510","64,171","76,784","41,466","67,708","87,164","44,917"
독산4동,"71,864","84,999","39,024","81,420","93,628","39,370","72,559","75,737","51,372"
시흥1동,"96,667","125,852","42,719","102,198","134,103","45,895","87,939","110,923","40,619"
시흥2동,,,,,"129,892",,,,"36,981"
시흥3동,"59,475","87,073","38,245","65,362","105,979","32,057","60,885","109,180","37,051"
시흥4동,"66,452","86,682","43,332","93,940","118,585","55,210","54,425","70,710","23,891"
시흥5동,"68,788","75,737","47,939","82,492","98,896","39,431","88,697","103,471","63,087"
영등포구,"81,300","100,774","61,248","90,503","107,821","71,419","94,993","113,200","74,272"
영등포본동,"69,039","116,424","41,398","65,314","77,801","48,664","90,503","129,014","62,262"
영등포동,"87,633","115,250","58,731","108,374","114,646","99,124","111,146","126,757","86,218"
여의동,"106,573","189,916","77,055","119,707","184,526","95,559","114,569","188,554","89,527"
당산1동,"63,214","76,720","51,550","78,728","100,807","53,619","74,797","86,725","61,454"
당산2동,"101,340","123,140","85,485","135,273","171,458","93,728","113,557","161,078","66,037"
도림동,"61,011","75,922","39,218","66,269","76,753","53,163","105,500","120,744","62,309"
문래동,"82,836","105,312","64,501","72,415","92,500","50,823","91,284","99,510","80,931"
양평1동,"63,145","67,462","55,129","62,044","64,988","56,785","73,575","75,235","70,255"
양평2동,"90,910","98,364","70,785","91,952","120,134","63,770","104,598","135,771","69,828"
신길1동,"80,606","100,772","45,651","67,903","80,681","46,994","76,170","99,244","39,251"
신길3동,"56,142","73,772","26,760","138,322","146,986","122,233","92,420","108,694","31,973"
신길4동,"46,380","60,608","26,460",,"75,017",,,"88,338",
신길5동,,"125,913",,"63,360","75,537","51,183",,"79,741",
신길6동,"74,590","97,773","49,624","68,999","82,683","47,333","82,456","99,569","56,129"
신길7동,"68,034","92,205","29,361",,"87,571",,"135,610","115,363","163,449"
대림1동,"78,307","70,614","93,691","73,053","83,912","33,959","62,507","76,524","36,032"
대림2동,"84,942","104,468","52,863","83,232","88,093","74,049","93,233","102,665","83,305"
대림3동,"57,144","74,459","34,059","62,960","81,205","36,294","63,364","78,095","43,046"
동작구,"103,821","135,269","58,721","98,922","111,428","80,616","110,828","127,506","82,663"
노량진1동,"134,378","165,972","75,703","146,363","159,637","119,816","142,764","161,144","109,835"
노량진2동,"79,804","97,750","43,913","70,476","107,553","39,103","117,756","112,653","123,496"
상도1동,"109,719","145,862","61,918","88,602","104,515","66,178","93,584","114,358","64,499"
상도2동,"84,080","110,139","51,006","92,071","91,427","93,069","103,788","126,131","68,302"
상도3동,"120,297","166,060","47,078","90,236","96,111","74,959","96,305","114,919","74,406"
상도4동,"79,508","88,828","45,332","86,017","103,338","63,884","90,084","103,100","47,784"
흑석동,"88,324","111,124","60,096","117,218","102,711","132,331","122,735","156,204","78,111"
사당1동,"106,846","133,617","63,342","84,300","92,017","63,720","94,805","103,432","73,031"
사당2동,"159,582","219,267","74,647","118,918","135,033","101,402","141,072","179,565","81,195"
사당3동,"94,051","125,750","56,589","104,007","144,330","75,544","112,226","113,830","108,872"
